
      	X(nS)     	Ch1(mV)      
 395  	23.1085   	26.865540   
 396  	23.1672   	25.931213   
 397  	23.2258   	24.206177   
 398  	23.2845   	22.984314   
 399  	23.3431   	22.696836   
 400  	23.4018   	21.331177   
 401  	23.4604   	19.318665   
 402  	23.5191   	19.678040   
 403  	23.5777   	17.449951   
 404  	23.6364   	16.803040   
 405  	23.6950   	14.934325   
 406  	23.7537   	13.856200   
 407  	23.8123   	12.849916   
 408  	23.8710   	11.268677   
 409  	23.9296   	9.759338    
 410  	23.9883   	8.106201    
 411  	24.0469   	8.034302    
 412  	24.1056   	7.531189    
 413  	24.1642   	7.603088    
 414  	24.2229   	7.171814    
 415  	24.2815   	6.453064    
 416  	24.3402   	6.524963    
 417  	24.3988   	6.093688    
 418  	24.4575   	5.159302    
 419  	24.5161   	5.303040    
 420  	24.5748   	4.512451    
 421  	24.6334   	4.224915    
 422  	24.6921   	3.578064    
 423  	24.7507   	3.649963    
 424  	24.8094   	3.074951    
 425  	24.8680   	1.493713    
 426  	24.9267   	1.278076    
 427  	24.9853   	0.631165    
 428  	25.0440   	-0.015686   
 429  	25.1026   	0.128052    
 430  	25.1613   	-0.303162   
 431  	25.2199   	-1.453186   
 432  	25.2786   	-1.453186   
 433  	25.3372   	-2.028198   
 434  	25.3959   	-2.962585   
 435  	25.4545   	-2.315674   
 436  	25.5132   	-3.321960   
 437  	25.5718   	-2.962585   
 438  	25.6305   	-3.537537   
 439  	25.6891   	-3.465698   
 440  	25.7478   	-4.184448   
 441  	25.8065   	-5.621948   
 442  	25.8651   	-7.850037   
 443  	25.9238   	-8.640686   
 444  	25.9824   	-10.509460  
 445  	26.0411   	-12.450072  
 446  	26.0997   	-13.671936  
 447  	26.1584   	-13.959412  
 448  	26.2170   	-15.900085  
 449  	26.2757   	-29.843811  
 450  	26.3343   	-49.393799  
 451  	26.3930   	-66.428162  
 452  	26.4516   	-79.653198  
 453  	26.5103   	-90.650085  
 454  	26.5689   	-99.131279  
 455  	26.6276   	-105.025078 
 456  	26.6862   	-109.337585 
 457  	26.7449   	-113.003174 
 458  	26.8035   	-117.028137 
 459  	26.8622   	-121.053162 
 460  	26.9208   	-123.640686 
 461  	26.9795   	-125.581299 
 462  	27.0381   	-127.378166 
 463  	27.0968   	-128.456299 
 464  	27.1554   	-129.534424 
 465  	27.2141   	-130.037537 
 466  	27.2727   	-130.756287 
 467  	27.3314   	-131.690674 
 468  	27.3900   	-132.337585 
 469  	27.4487   	-132.696960 
 470  	27.5073   	-134.062561 
 471  	27.5660   	-135.068787 
 472  	27.6246   	-136.075012 
 473  	27.6833   	-135.931335 
 474  	27.7419   	-136.075012 
 475  	27.8006   	-136.578186 
 476  	27.8592   	-136.434387 
 477  	27.9179   	-137.728210 
 478  	27.9765   	-138.878174 
 479  	28.0352   	-138.303162 
 480  	28.0938   	-137.800049 
 481  	28.1525   	-138.518799 
 482  	28.2111   	-139.165710 
 483  	28.2698   	-139.740662 
 484  	28.3284   	-139.453186 
 485  	28.3871   	-139.021912 
 486  	28.4457   	-140.100037 
 487  	28.5044   	-140.531311 
 488  	28.5630   	-141.106262 
 489  	28.6217   	-140.028137 
 490  	28.6804   	-140.028137 
 491  	28.7390   	-140.171936 
 492  	28.7977   	-139.812561 
 493  	28.8563   	-139.021912 
 494  	28.9150   	-138.015686 
 495  	28.9736   	-136.721924 
 496  	29.0323   	-135.284424 
 497  	29.0909   	-122.921936 
 498  	29.1496   	-112.859436 
 499  	29.2082   	-107.109428 
 500  	29.2669   	-105.815674 
 501  	29.3255   	-107.684448 
 502  	29.3842   	-110.415703 
 503  	29.4428   	-114.225037 
 504  	29.5015   	-116.884460 
 505  	29.5601   	-119.759453 
 506  	29.6188   	-122.706299 
 507  	29.6774   	-124.862556 
 508  	29.7361   	-126.731262 
 509  	29.7947   	-128.600037 
 510  	29.8534   	-131.331299 
 511  	29.9120   	-131.475037 
 512  	29.9707   	-132.625061 
 513  	30.0293   	-132.912537 
 514  	30.0880   	-134.565674 
 515  	30.1466   	-135.787537 
 516  	30.2053   	-136.650085 
 517  	30.2639   	-137.728210 
 518  	30.3226   	-138.878174 
 519  	30.3812   	-138.878174 
 520  	30.4399   	-140.028137 
 521  	30.4985   	-139.165710 
 522  	30.5572   	-139.740662 
 523  	30.6158   	-140.459412 
 524  	30.6745   	-140.243835 
 525  	30.7331   	-140.315674 
 526  	30.7918   	-140.675049 
 527  	30.8504   	-141.034424 
 528  	30.9091   	-140.746887 
 529  	30.9677   	-140.675049 
 530  	31.0264   	-141.250061 
 531  	31.0850   	-141.250061 
 532  	31.1437   	-140.675049 
 533  	31.2023   	-141.537537 
 534  	31.2610   	-142.471924 
 535  	31.3196   	-142.687561 
 536  	31.3783   	-142.471924 
 537  	31.4370   	-142.903137 
 538  	31.4956   	-142.328186 
 539  	31.5543   	-141.753174 
 540  	31.6129   	-140.531311 
 541  	31.6716   	-140.746887 
 542  	31.7302   	-141.321960 
 543  	31.7889   	-141.034424 
 544  	31.8475   	-140.315674 
 545  	31.9062   	-140.100037 
 546  	31.9648   	-140.531311 
 547  	32.0235   	-140.962585 
 548  	32.0821   	-140.675049 
 549  	32.1408   	-140.818787 
 550  	32.1994   	-141.250061 
 551  	32.2581   	-141.465637 
 552  	32.3167   	-141.034424 
 553  	32.3754   	-140.100037 
 554  	32.4340   	-140.675049 
 555  	32.4927   	-140.675049 
 556  	32.5513   	-141.178162 
 557  	32.6100   	-141.537537 
 558  	32.6686   	-141.178162 
 559  	32.7273   	-140.387512 
 560  	32.7859   	-140.746887 
 561  	32.8446   	-140.028137 
 562  	32.9032   	-140.746887 
 563  	32.9619   	-140.387512 
 564  	33.0205   	-140.387512 
 565  	33.0792   	-140.459412 
 566  	33.1378   	-140.315674 
 567  	33.1965   	-140.171936 
 568  	33.2551   	-140.100037 
 569  	33.3138   	-139.237549 
 570  	33.3724   	-139.884460 
 571  	33.4311   	-139.021912 
 572  	33.4897   	-140.100037 
 573  	33.5484   	-139.093811 
 574  	33.6070   	-139.021912 
 575  	33.6657   	-138.734436 
 576  	33.7243   	-137.871887 
 577  	33.7830   	-138.303162 
 578  	33.8416   	-137.871887 
 579  	33.9003   	-137.440674 
 580  	33.9589   	-138.375061 
 581  	34.0176   	-137.871887 
 582  	34.0762   	-137.512512 
 583  	34.1349   	-137.728210 
 584  	34.1935   	-138.087585 
 585  	34.2522   	-138.375061 
 586  	34.3109   	-138.590637 
 587  	34.3695   	-138.734436 
 588  	34.4282   	-137.584412 
 589  	34.4868   	-137.656311 
 590  	34.5455   	-137.800049 
 591  	34.6041   	-137.656311 
 592  	34.6628   	-136.721924 
 593  	34.7214   	-136.506287 
 594  	34.7801   	-136.937561 
 595  	34.8387   	-137.512512 
 596  	34.8974   	-137.512512 
 597  	34.9560   	-137.225037 
 598  	35.0147   	-138.015686 
 599  	35.0733   	-137.728210 
 600  	35.1320   	-137.728210 
 601  	35.1906   	-137.656311 
 602  	35.2493   	-137.728210 
 603  	35.3079   	-137.368835 
 604  	35.3666   	-137.656311 
 605  	35.4252   	-137.728210 
 606  	35.4839   	-137.440674 
 607  	35.5425   	-138.015686 
 608  	35.6012   	-137.871887 
 609  	35.6598   	-138.375061 
 610  	35.7185   	-138.015686 
 611  	35.7771   	-138.590637 
 612  	35.8358   	-138.806335 
 613  	35.8944   	-139.884460 
 614  	35.9531   	-139.021912 
