
      	X(nS)     	Ch1(mV)      
 397  	23.2258   	-22.061707  
 398  	23.2845   	-22.156006  
 399  	23.3431   	-22.230713  
 400  	23.4018   	-22.389585  
 401  	23.4604   	-22.473816  
 402  	23.5191   	-22.500242  
 403  	23.5777   	-22.540649  
 404  	23.6364   	-22.631651  
 405  	23.6950   	-22.618713  
 406  	23.7537   	-22.436216  
 407  	23.8123   	-22.159363  
 408  	23.8710   	-21.884827  
 409  	23.9296   	-21.611877  
 410  	23.9883   	-21.350220  
 411  	24.0469   	-21.137390  
 412  	24.1056   	-21.027893  
 413  	24.1642   	-20.053099  
 414  	24.2229   	-16.899048  
 415  	24.2815   	-12.964416  
 416  	24.3402   	-9.707580   
 417  	24.3988   	-6.937622   
 418  	24.4575   	-4.436035   
 419  	24.5161   	-2.991760   
 420  	24.5748   	-2.169128   
 421  	24.6334   	-1.376282   
 422  	24.6921   	-0.577820   
 423  	24.7507   	0.164551    
 424  	24.8094   	0.391968    
 425  	24.8680   	0.966370    
 426  	24.9267   	1.448181    
 427  	24.9853   	1.808655    
 428  	25.0440   	1.967041    
 429  	25.1026   	1.954651    
 430  	25.1613   	2.207947    
 431  	25.2199   	2.457214    
 432  	25.2786   	2.441528    
 433  	25.3372   	2.448242    
 434  	25.3959   	2.534729    
 435  	25.4545   	2.756531    
 436  	25.5132   	2.799744    
 437  	25.5718   	2.780090    
 438  	25.6305   	2.950805    
 439  	25.6891   	3.156311    
 440  	25.7478   	3.265259    
 441  	25.8065   	3.102417    
 442  	25.8651   	3.132202    
 443  	25.9238   	3.225403    
 444  	25.9824   	3.359619    
 445  	26.0411   	3.336609    
 446  	26.0997   	3.484802    
 447  	26.1584   	3.632507    
 448  	26.2170   	3.768982    
 449  	26.2757   	3.913269    
 450  	26.3343   	4.086792    
 451  	26.3930   	4.387207    
 452  	26.4516   	4.748230    
 453  	26.5103   	5.224975    
 454  	26.5689   	5.870178    
 455  	26.6276   	6.745605    
 456  	26.6862   	7.652466    
 457  	26.7449   	8.413329    
 458  	26.8035   	9.284790    
 459  	26.8622   	13.015014   
 460  	26.9208   	25.677366   
 461  	26.9795   	32.578491   
 462  	27.0381   	35.571960   
 463  	27.0968   	35.205261   
 464  	27.1554   	33.411804   
 465  	27.2141   	31.176939   
 466  	27.2727   	28.696104   
 467  	27.3314   	26.294495   
 468  	27.3900   	23.797363   
 469  	27.4487   	21.616394   
 470  	27.5073   	19.748230   
 471  	27.5660   	17.995728   
 472  	27.6246   	16.504333   
 473  	27.6833   	15.093749   
 474  	27.7419   	13.674254   
 475  	27.8006   	12.650023   
 476  	27.8592   	11.851501   
 477  	27.9179   	11.195678   
 478  	27.9765   	10.542053   
 479  	28.0352   	10.031615   
 480  	28.0938   	9.509399    
 481  	28.1525   	8.971497    
 482  	28.2111   	8.668274    
 483  	28.2698   	8.315612    
 484  	28.3284   	8.123595    
 485  	28.3871   	7.932067    
 486  	28.4457   	7.855164    
 487  	28.5044   	7.720947    
 488  	28.5630   	7.501404    
 489  	28.6217   	7.386291    
 490  	28.6804   	7.193115    
 491  	28.7390   	7.108337    
 492  	28.7977   	6.913513    
 493  	28.8563   	6.767517    
 494  	28.9150   	6.591187    
 495  	28.9736   	6.478881    
 496  	29.0323   	6.290222    
 497  	29.0909   	6.160461    
 498  	29.1496   	6.013366    
 499  	29.2082   	5.935852    
 500  	29.2669   	5.944885    
 501  	29.3255   	5.904968    
 502  	29.3842   	5.898254    
 503  	29.4428   	5.853882    
 504  	29.5015   	5.799988    
 505  	29.5601   	5.751709    
 506  	29.6188   	5.610779    
 507  	29.6774   	5.667480    
 508  	29.7361   	5.580994    
 509  	29.7947   	5.536621    
 510  	29.8534   	5.458008    
 511  	29.9120   	5.312561    
 512  	29.9707   	5.203063    
 513  	30.0293   	4.939147    
 514  	30.0880   	4.873474    
 515  	30.1466   	4.778564    
 516  	30.2053   	4.771851    
 517  	30.2639   	4.831360    
 518  	30.3226   	4.819580    
 519  	30.3812   	4.790954    
 520  	30.4399   	4.813416    
 521  	30.4985   	4.778015    
 522  	30.5572   	4.838684    
 523  	30.6158   	4.760620    
 524  	30.6745   	4.659546    
 525  	30.7331   	4.534302    
 526  	30.7918   	4.565735    
