
      	X(nS)     	Ch1(mV)      
 337  	19.7067   	36.691711   
 338  	19.7654   	34.447815   
 339  	19.8240   	32.012447   
 340  	19.8827   	30.137512   
 341  	19.9413   	28.347961   
 342  	20.0000   	26.760557   
 343  	20.0587   	25.419067   
 344  	20.1173   	24.111265   
 345  	20.1760   	22.876463   
 346  	20.2346   	21.715269   
 347  	20.2933   	20.484375   
 348  	20.3519   	19.336609   
 349  	20.4106   	18.188904   
 350  	20.4692   	16.957457   
 351  	20.5279   	15.853516   
 352  	20.5865   	14.739990   
 353  	20.6452   	13.605713   
 354  	20.7038   	12.514709   
 355  	20.7625   	11.444397   
 356  	20.8211   	10.464538   
 357  	20.8798   	9.339844    
 358  	20.9384   	8.292603    
 359  	20.9971   	7.106628    
 360  	21.0557   	5.973511    
 361  	21.1144   	4.593262    
 362  	21.1730   	3.294495    
 363  	21.2317   	1.911987    
 364  	21.2903   	0.622742    
 365  	21.3490   	-0.578918   
 366  	21.4076   	-1.673340   
 367  	21.4663   	-3.015930   
 368  	21.5249   	-4.195679   
 369  	21.5836   	-5.415344   
 370  	21.6422   	-6.470397   
 371  	21.7009   	-7.568176   
 372  	21.7595   	-8.502014   
 373  	21.8182   	-9.449280   
 374  	21.8768   	-10.123108  
 375  	21.9355   	-10.714417  
 376  	21.9941   	-11.156921  
 377  	22.0528   	-11.508422  
 378  	22.1114   	-11.749878  
 379  	22.1701   	-11.996948  
 380  	22.2287   	-12.333862  
 381  	22.2874   	-12.556762  
 382  	22.3460   	-12.952087  
 383  	22.4047   	-13.273864  
 384  	22.4633   	-13.664672  
 385  	22.5220   	-14.152039  
 386  	22.5806   	-14.757934  
 387  	22.6393   	-15.294189  
 388  	22.6979   	-15.757996  
 389  	22.7566   	-16.217894  
 390  	22.8152   	-16.694639  
 391  	22.8739   	-17.087158  
 392  	22.9326   	-17.478516  
 393  	22.9912   	-17.818235  
 394  	23.0499   	-18.248352  
 395  	23.1085   	-18.453308  
 396  	23.1672   	-18.601563  
 397  	23.2258   	-18.729065  
 398  	23.2845   	-18.866028  
 399  	23.3431   	-18.995789  
 400  	23.4018   	-19.124939  
 401  	23.4604   	-19.214170  
 402  	23.5191   	-19.343323  
 403  	23.5777   	-19.471922  
 404  	23.6364   	-19.561218  
 405  	23.6950   	-19.667358  
 406  	23.7537   	-19.811096  
 407  	23.8123   	-19.945860  
 408  	23.8710   	-20.026182  
 409  	23.9296   	-19.929016  
